Gene	Start	Stop	Strand	Leaderless?
Rv2986c	3343820	3343176	-	N
Rv2987c	3344629	3344033	-	N
Rv2988c	3346075	3344654	-	N
Rv2989	3346147	3346848	+	Y
Rv2990c	3347719	3346859	-	N
Rv2991	3347982	3348473	+	Y
Rvnt35	3348619	3348547	-	N
Rvnt36	3348730	3348659	-	N
Rv2992c	3350277	3348805	-	N
Rv2993c	3351071	3350274	-	Y
Rv2994	3351269	3352606	+	N
Rv2995c	3353468	3352458	-	N
Rv2996c	3355069	3353483	-	Y
Rv2997	3355099	3356541	+	N
Rv2998	3356815	3357276	+	N
Rv2998A	3357428	3357225	-	N
Rv2999	3357602	3358567	+	N
Rv3000	3358612	3359271	+	N
Rv3001c	3360586	3359585	-	N
Rv3002c	3361130	3360624	-	N
Rv3003c	3362986	3361130	-	N
Rv3004	3363309	3363686	+	Y
Rv3005c	3364532	3363693	-	Y
Rv3006	3364709	3365830	+	Y
Rv3007c	3366414	3365836	-	Y
Rv3008	3366644	3367267	+	N
Rv3009c	3368793	3367264	-	Y
Rv3010c	3369854	3368823	-	Y
Rv3011c	3371434	3369950	-	N
Rv3012c	3371730	3371431	-	Y
Rv3013	3371815	3372471	+	Y
Rv3014c	3374620	3372545	-	Y
Rv3015c	3375664	3374651	-	Y
Rv3016	3375758	3376387	+	N
Rv3017c	3376852	3376490	-	N
Rv3018c	3378243	3376939	-	N
Rv3018A	3378415	3378329	-	N
Rv3019c	3379001	3378711	-	N
Rv3020c	3379329	3379036	-	N
Rv3021c	3380452	3379376	-	N
Rv3022c	3380682	3380440	-	N
Rv3022A	3380993	3380679	-	N
Rv3023c	3382622	3381375	-	N
Rv3024c	3383888	3382785	-	N
Rv3025c	3385066	3383885	-	N
Rv3026c	3386077	3385163	-	N
Rv3027c	3386814	3386074	-	N
Rv3028c	3388031	3387075	-	N
Rv3029c	3388870	3388070	-	N
Rv3030	3389101	3389925	+	N
Rv3031	3389922	3391502	+	N
Rv3032	3391534	3392778	+	N
Rv3033	3393380	3393928	+	N
Rv3034c	3394921	3394019	-	N
Rv3035	3395379	3396461	+	N
Rv3036c	3397141	3396458	-	N
Rv3037c	3398290	3397214	-	N
Rv3038c	3399408	3398425	-	Y
Rv3039c	3400183	3399419	-	N
Rv3040c	3401058	3400192	-	N
Rv3041c	3401900	3401055	-	Y
Rv3042c	3403162	3401933	-	N
Rv3043c	3404921	3403200	-	N
Rv3044	3405121	3406215	+	Y
Rv3045	3406285	3407325	+	N
Rv3046c	3407688	3407314	-	Y
Rv3047c	3408306	3408022	-	N
Rv3048c	3409378	3408404	-	N
Rv3049c	3411083	3409509	-	N
Rv3050c	3411957	3411217	-	N
Rv3051c	3414166	3412085	-	N
Rv3052c	3414684	3414232	-	N
Rv3053c	3414958	3414719	-	N
Rv3054c	3415989	3415435	-	N
Rv3055	3416081	3416695	+	N
Rv3056	3416705	3417745	+	N
Rv3057c	3418662	3417799	-	N
Rv3058c	3419376	3418726	-	N
Rv3059	3419492	3420970	+	N
Rv3060c	3423213	3421741	-	N
Rv3061c	3425427	3423262	-	N
Rv3062	3425584	3427107	+	N
Rv3063	3427243	3429519	+	N
Rv3064c	3430250	3429825	-	N
Rv3065	3430387	3430710	+	N
Rv3066	3430707	3431315	+	N
Rv3067	3431293	3431838	+	Y
Rvnt37	3431912	3431840	-	N
Rv3068c	3433622	3431979	-	Y
Rv3069	3433692	3434090	+	N
Rv3070	3434087	3434467	+	N
Rv3071	3434464	3435573	+	N
Rv3072c	3436322	3435798	-	N
Rv3073c	3436685	3436329	-	Y
Rv3074	3436779	3438053	+	Y
Rv3075c	3438973	3438050	-	N
Rv3076	3439090	3439548	+	Y
Rv3077	3439541	3441352	+	N
Rv3078	3441353	3441754	+	N
Rv3079c	3442597	3441770	-	N
Rv3080c	3445988	3442656	-	N
Rv3081	3446040	3447278	+	N
Rv3082c	3448426	3447404	-	N
Rv3083	3448504	3449991	+	Y
Rv3084	3449997	3450923	+	N
Rv3085	3450920	3451750	+	N
Rv3086	3451781	3452887	+	N
Rv3087	3452925	3454343	+	N
Rv3088	3454340	3455764	+	N
Rv3089	3455761	3457272	+	N
Rv3090	3458211	3459098	+	N
Rv3091	3459116	3460807	+	Y
Rv3092c	3461734	3460814	-	N
Rv3093c	3462764	3461760	-	N
Rv3094c	3463891	3462761	-	N
Rv3095	3463973	3464449	+	N
Rv3096	3464547	3465686	+	Y
Rv3097c	3467091	3465778	-	N
Rv3098c	3467662	3467210	-	N
Rvns02	3468419	3467813	-	N
Rv3099c	3469264	3468413	-	Y
Rv3100c	3469783	3469301	-	N
Rv3101c	3470679	3469786	-	N
Rv3102c	3471372	3470680	-	Y
Rv3103c	3471850	3471413	-	N
Rv3104c	3472778	3471852	-	N
Rv3105c	3473883	3472768	-	Y
Rv3106	3474007	3475377	+	N
Rv3107c	3476961	3475378	-	N
Rv3108	3477060	3477500	+	N
Rv3109	3477649	3478728	+	N
Rv3110	3478779	3479174	+	N
Rv3111	3479171	3479683	+	N
Rv3112	3479700	3479951	+	N
Rv3113	3480074	3480742	+	N
Rv3114	3480759	3481289	+	N
Rv3115	3481451	3482698	+	N
Rv3116	3482776	3483945	+	N
Rv3117	3483974	3484807	+	N
Rv3118	3484809	3485111	+	N
Rv3119	3485132	3485575	+	N
Rv3120	3485572	3486174	+	N
Rv3121	3486509	3487711	+	N
Rv3122	3488089	3488559	+	N
Rv3123	3488569	3489063	+	N
Rv3124	3489506	3490375	+	N
Rv3125c	3491651	3490476	-	N
Rv3126c	3492122	3491808	-	N
Rv3127	3492147	3493181	+	N
Rv3128c	3494181	3493168	-	N
Rv3129	3494660	3494992	+	N
Rv3130c	3496366	3494975	-	N
Rv3131	3496551	3497549	+	N
Rv3132c	3499265	3497529	-	N
Rv3133c	3499915	3499262	-	N
Rv3134c	3500269	3499943	-	Y
Rv3135	3501334	3501732	+	N
Rv3136	3501794	3502936	+	N
Rv3137	3503393	3504175	+	N
Rv3138	3504195	3505283	+	N
Rv3139	3505363	3506769	+	N
Rv3140	3506790	3507995	+	N
Rv3141	3508095	3509066	+	N
Rv3142c	3509546	3509118	-	Y
Rv3143	3509654	3510055	+	Y
Rv3144c	3511317	3510088	-	N
Rv3145	3511682	3512068	+	N
Rv3146	3512077	3512631	+	N
Rv3147	3512628	3513338	+	N
Rv3148	3513338	3514660	+	N
Rv3149	3514657	3515415	+	N
Rv3150	3515412	3516749	+	N
Rv3151	3516746	3519166	+	N
Rv3152	3519282	3520514	+	N
Rv3153	3520507	3521142	+	N
Rv3154	3521139	3521927	+	N
Rv3155	3521924	3522223	+	N
Rv3156	3522234	3524135	+	N
Rv3157	3524132	3525793	+	N
Rv3158	3525790	3527385	+	N
Rv3159c	3529163	3527391	-	N
Rv3160c	3529979	3529338	-	N
Rv3161c	3531138	3529990	-	Y
Rv3162c	3531645	3531208	-	N
Rv3163c	3532913	3531642	-	N
Rv3164c	3533905	3532943	-	N
Rv3165c	3534395	3533913	-	N
Rv3166c	3535351	3534392	-	N
Rv3167c	3536057	3535431	-	N
Rv3168	3536102	3537238	+	N
Rv3169	3537238	3538362	+	N
Rv3170	3538505	3539851	+	Y
Rv3171c	3540745	3539846	-	N
Rv3172c	3541364	3540882	-	Y
Rv3173c	3542045	3541443	-	Y
Rv3174	3542138	3542845	+	N
Rv3175	3542860	3544347	+	N
Rv3176c	3545300	3544344	-	N
Rv3177	3545447	3546307	+	N
Rv3178	3546438	3546797	+	N
Rv3179	3547618	3548907	+	Y
Rv3180c	3549688	3549254	-	N
Rv3181c	3549951	3549691	-	Y
Rv3182	3550374	3550718	+	N
Rv3183	3550715	3551044	+	N
Rv3184	3551281	3551607	+	N
Rv3185	3551604	3552542	+	N
Rv3186	3552764	3553090	+	N
Rv3187	3553087	3554025	+	N
Rv3188	3554298	3554645	+	N
Rv3189	3554642	3555262	+	N
Rv3190c	3556687	3555422	-	Y
Rv3191c	3558345	3557311	-	N
Rvnt38	3559443	3559370	-	N
Rv3192	3559563	3560024	+	N
Rv3193c	3563172	3560194	-	N
Rv3194c	3564286	3563264	-	Y
Rv3195	3564364	3565782	+	N
Rv3196	3565788	3566687	+	N
Rv3196A	3566896	3566696	-	N
Rv3197	3567039	3568367	+	Y
Rv3197A	3568679	3568401	-	N
Rv3198c	3571211	3569109	-	Y
Rv3198A	3571335	3571589	+	Y
Rv3199c	3572543	3571602	-	N
Rv3200c	3572613	3572602	-	Y
Rv3201c	3577036	3573731	-	N
Rv3202c	3580200	3577033	-	Y
Rv3203	3580638	3581312	+	N
Rv3204	3581315	3581620	+	N
Rv3205c	3582481	3581627	-	Y
Rv3206c	3583710	3582532	-	N
Rv3207c	3584829	3583801	-	Y
Rv3208	3585004	3585690	+	N
Rv3208A	3585949	3585677	-	N
Rv3209	3586274	3586834	+	N
Rv3210c	3587539	3586844	-	Y
Rv3211	3587798	3589381	+	N
Rv3212	3589394	3590617	+	N
Rv3213c	3591492	3590692	-	N
Rv3214	3591646	3592257	+	Y
Rv3215	3592254	3593372	+	N
Rv3216	3593520	3593852	+	N
Rv3217c	3594235	3593804	-	Y
Rv3218	3594468	3595433	+	Y
Rv3219	3595713	3595967	+	N
Rv3220c	3597534	3596029	-	N
Rv3221c	3597766	3597551	-	N
Rv3221A	3598356	3598051	-	N
Rv3222c	3598904	3598353	-	N
Rv3223c	3599551	3598901	-	N
Rv3224	3599851	3600699	+	Y
Rv3224A	3600635	3600823	+	N
Rv3224B	3600801	3601019	+	N
Rv3225c	3602440	3601016	-	Y
Rv3226c	3603322	3602564	-	Y
Rv3227	3603377	3604729	+	Y
Rv3228	3604726	3605718	+	N
Rv3229c	3607034	3605751	-	N
Rv3230c	3608254	3607112	-	N
Rv3231c	3608873	3608364	-	N
Rv3232c	3609736	3608870	-	Y
Rv3233c	3610371	3609781	-	N
Rv3234c	3611189	3610374	-	N
Rv3235	3611300	3611941	+	N
Rv3236c	3613116	3611959	-	N
Rv3237c	3613603	3613121	-	Y
Rv3238c	3614398	3613664	-	Y
Rv3239c	3617603	3614457	-	N
Rv3240c	3620531	3617682	-	N
Rv3241c	3621254	3620610	-	N
Rv3242c	3622211	3621570	-	N
Rv3243c	3623091	3622249	-	N
Rv3244c	3624910	3623159	-	N
Rv3245c	3626613	3624910	-	N
Rv3246c	3627349	3626663	-	Y
Rv3247c	3628063	3627419	-	N
Rv3248c	3629647	3628160	-	N
Rv3249c	3630387	3629752	-	N
Rv3250c	3630566	3630384	-	N
Rv3251c	3630738	3630571	-	N
Rv3252c	3631988	3630738	-	N
Rv3253c	3633584	3632097	-	N
Rv3254	3633639	3635063	+	Y
Rv3255c	3636267	3635041	-	N
Rv3256c	3637315	3636275	-	N
Rv3257c	3638709	3637312	-	N
Rv3258c	3639251	3638811	-	Y
Rv3259	3639341	3639844	+	Y
Rv3260c	3640141	3639872	-	N
Rv3261	3640543	3641538	+	N
Rv3262	3641535	3642881	+	N
Rv3263	3643177	3644838	+	N
Rv3264c	3645977	3644898	-	N
Rv3265c	3646902	3645979	-	Y
Rv3266c	3647809	3646895	-	Y
Rv3267	3647888	3649381	+	Y
Rv3268	3649420	3650109	+	N
Rv3269	3650234	3650515	+	N
Rv3270	3650526	3652682	+	N
Rv3271c	3653347	3652679	-	Y
Rv3272	3653448	3654632	+	N
Rv3273	3654637	3656931	+	N
Rv3274c	3658089	3656920	-	N
Rv3275c	3658638	3658114	-	N
Rv3276c	3659915	3658635	-	Y
Rv3277	3660025	3660696	+	Y
Rv3278c	3661169	3660651	-	Y
Rv3279c	3662012	3661212	-	Y
Rv3280	3662062	3663708	+	Y
Rv3281	3663689	3664222	+	N
Rv3282	3664219	3664887	+	N
Rv3283	3664928	3665821	+	Y
Rv3284	3665818	3666249	+	N
Rv3285	3666357	3668159	+	N
Rv3286c	3668954	3668169	-	N
Rv3287c	3669388	3668951	-	N
Rv3288c	3669999	3669586	-	N
Rv3289c	3670411	3670034	-	N
Rv3290c	3671794	3670445	-	Y
Rv3291c	3672297	3671845	-	Y
Rv3292	3672328	3673575	+	N
Rv3293	3673602	3675086	+	N
Rv3294c	3675995	3675186	-	N
Rv3295	3676066	3676731	+	N
Rv3296	3676775	3681316	+	N
Rv3297	3681320	3682087	+	N
Rv3298c	3683024	3682110	-	Y
Rv3299c	3685963	3683051	-	N
Rv3300c	3686900	3685983	-	N
Rv3301c	3687577	3686912	-	N
Rv3302c	3689442	3687685	-	N
Rv3303c	3690938	3689457	-	Y
Rv3304	3691141	3691620	+	Y
Rv3305c	3692808	3691639	-	N
Rv3306c	3693989	3692805	-	Y
Rv3307	3694054	3694860	+	N
Rv3308	3694864	3696468	+	N
Rv3309c	3697093	3696470	-	Y
Rv3310	3697198	3698097	+	N
Rv3311	3698121	3699383	+	Y
Rv3312c	3700330	3699404	-	N
Rv3312A	3701016	3700705	-	Y
Rv3313c	3702184	3701087	-	N
Rv3314c	3703467	3702184	-	N
Rv3315c	3703865	3703464	-	N
Rv3316	3704102	3704440	+	N
Rv3317	3704437	3704871	+	N
Rv3318	3705000	3706772	+	N
Rv3319	3706772	3707563	+	N
Rv3320c	3708070	3707642	-	N
Rv3321c	3708316	3708074	-	Y
Rv3322c	3709052	3708438	-	N
Rv3323c	3709714	3709049	-	N
Rv3324c	3710269	3709715	-	N
Rv3324A	3710379	3710248	-	N
Rv3325	3710433	3710759	+	N
Rv3326	3710756	3711694	+	N
Rv3327	3711749	3713461	+	N
Rv3329	3714308	3715708	+	Y
Rv3328c	3714332	3713394	-	N
Rv3330	3715777	3716994	+	Y (1 nt leader)
Rv3331	3717090	3718598	+	N
Rv3332	3718595	3719746	+	N
Rv3333c	3720782	3719937	-	N
Rv3334	3721257	3721697	+	N
Rv3335c	3722600	3721731	-	N
Rv3336c	3723631	3722621	-	N
Rv3337	3723728	3724042	+	Y
Rv3338	3723904	3724548	+	N
Rv3339c	3725844	3724615	-	N
Rv3340	3726127	3727476	+	N
Rv3341	3727488	3728627	+	N
Rv3342	3728624	3729355	+	N
Rv3343c	3736935	3729364	-	N
Rv3344c	3737391	3736984	-	Y
Rv3345c	3742774	3738158	-	N
Rv3346c	3743455	3743198	-	N
Rv3347c	3753184	3743711	-	N
Rv3348	3753765	3754256	+	N
Rv3349c	3755033	3754293	-	N
Rv3350c	3767102	3755952	-	N
Rv3351c	3768140	3767346	-	N
Rv3352c	3768593	3768222	-	N
Rv3353c	3768999	3768736	-	Y
Rv3354	3769111	3769500	+	Y
Rv3355c	3769807	3769514	-	N
Rv3356c	3770649	3769804	-	Y
Rv3357	3770773	3771048	+	N
Rv3358	3771045	3771302	+	N
Rv3359	3771344	3772534	+	N
Rv3360	3772651	3773019	+	Y (1 nt leader)
Rv3361c	3773567	3773016	-	N
Rv3362c	3774155	3773574	-	N
Rv3363c	3774504	3774136	-	N
Rv3364c	3774874	3774482	-	N
Rv3365c	3777501	3774871	-	N
Rv3366	3777737	3778201	+	N
Rv3367	3778568	3780334	+	N
Rv3368c	3780979	3780335	-	Y
Rv3369	3781002	3781412	+	Y
Rv3370c	3784776	3781501	-	N
Rv3371	3784932	3786272	+	N
Rv3372	3786314	3787489	+	Y
Rv3373	3787726	3788367	+	N
Rv3374	3788368	3788616	+	N
Rv3375	3788621	3790048	+	N
Rv3376	3790156	3790809	+	N
Rv3377c	3792353	3790848	-	N
Rv3378c	3793248	3792358	-	N
Rv3379c	3794867	3793257	-	N
Rv3380c	3795984	3795100	-	N
Rv3381c	3796361	3796035	-	N
Rv3382c	3797437	3796448	-	N
Rv3383c	3798489	3797437	-	N
Rv3384c	3799635	3799243	-	N
Rv3385c	3799910	3799635	-	Y
Rv3386	3800092	3800796	+	N
Rv3387	3800786	3801463	+	N
Rv3388	3801653	3803848	+	N
Rv3389c	3804791	3803919	-	N
Rv3390	3804865	3805575	+	Y
Rv3391	3805621	3807573	+	N
Rv3392c	3808437	3807574	-	Y
Rv3393	3808461	3809387	+	Y
Rv3394c	3811025	3809442	-	N
Rv3395c	3811636	3811022	-	N
Rv3395A	3811719	3812345	+	N
Rv3396c	3814078	3812501	-	Y
Rv3397c	3814998	3814090	-	N
Rv3398c	3816106	3815027	-	N
Rv3399	3816129	3817175	+	N
Rv3400	3817239	3818027	+	N
Rv3401	3818042	3820402	+	Y
Rv3402c	3821891	3820653	-	N
Rv3403c	3823863	3822262	-	N
Rv3404c	3824584	3823880	-	N
Rv3405c	3825268	3824702	-	N
Rv3406	3825330	3826217	+	N
Rv3407	3826273	3826551	+	Y
Rv3408	3826548	3826958	+	N
Rv3409c	3828727	3826991	-	Y
Rv3410c	3829910	3828783	-	N
Rv3411c	3831519	3829930	-	N
Rv3412	3831726	3832136	+	Y
Rv3413c	3833045	3832146	-	N
Rv3414c	3833676	3833038	-	N
Rv3415c	3834521	3833694	-	N
Rv3416	3834892	3835200	+	N
Rv3417c	3836891	3835272	-	N
Rv3418c	3837288	3836986	-	N
Rv3419c	3838589	3837555	-	N
Rv3420c	3839062	3838586	-	N
Rv3421c	3839694	3839059	-	N
Rv3422c	3840197	3839691	-	N
Rv3423c	3841420	3840194	-	N
Rv3424c	3842076	3841714	-	N
Rv3425	3842239	3842769	+	N
Rv3426	3843036	3843734	+	N
Rv3427c	3844640	3843885	-	N
Rv3428c	3845970	3844738	-	N
Rv3429	3847165	3847701	+	N
Rv3430c	3848805	3847642	-	N
Rv3431c	3850139	3849294	-	N
Rv3432c	3851754	3850372	-	N
Rv3433c	3853213	3851792	-	N
Rv3434c	3853928	3853215	-	N
Rv3435c	3854793	3853939	-	N
Rv3436c	3856889	3855015	-	Y
Rv3437	3856911	3857387	+	N
Rv3438	3857397	3858239	+	N
Rv3439c	3859662	3858259	-	N
Rv3440c	3859976	3859665	-	N
Rv3441c	3861370	3860024	-	N
Rv3442c	3861950	3861495	-	N
Rv3443c	3862390	3861947	-	N
Rv3444c	3862926	3862624	-	N
Rv3445c	3863324	3862947	-	N
Rv3446c	3864531	3863317	-	N
Rv3447c	3868238	3864528	-	N
Rv3448	3868352	3869755	+	N
Rv3449	3869752	3871119	+	N
Rv3450c	3872496	3871084	-	N
Rv3451	3872617	3873405	+	N
Rv3452	3873452	3874132	+	N
Rv3453	3874404	3874736	+	N
Rv3454	3874822	3876090	+	N
Rv3455c	3876945	3876052	-	N
Rv3456c	3877432	3876890	-	N
Rv3457c	3878507	3877464	-	N
Rv3458c	3879264	3878659	-	N
Rv3459c	3879692	3879273	-	N
Rv3460c	3880070	3879696	-	N
Rv3461c	3880399	3880286	-	N
Rv3462c	3880653	3880432	-	N
Rv3463	3880907	3881764	+	Y
Rv3464	3881837	3882832	+	Y
Rv3465	3882834	3883442	+	N
Rv3466	3883525	3884193	+	N
Rv3467	3883964	3884917	+	N
Rv3468c	3886069	3884975	-	N
Rv3469c	3887083	3886073	-	N
Rv3470c	3888802	3887144	-	N
Rv3471c	3889341	3888808	-	N
Rv3472	3889362	3889868	+	N
Rv3473c	3890733	3889948	-	N
Rv3474	3890830	3891156	+	N
Rv3475	3891051	3892091	+	N
Rv3476c	3893720	3892371	-	N
Rv3477	3894093	3894389	+	N
Rv3478	3894426	3895607	+	N
Rv3479	3895820	3898885	+	N
Rv3480c	3900402	3898909	-	N
Rv3481c	3901182	3900493	-	N
Rv3482c	3902106	3901324	-	N
Rv3483c	3902812	3902150	-	N
Rv3484	3903078	3904616	+	N
Rv3485c	3905566	3904622	-	N
Rv3486	3905772	3906221	+	N
Rv3487c	3907007	3906174	-	N
Rv3488	3907667	3907990	+	N
Rv3489	3908072	3908236	+	Y
Rv3490	3908236	3909738	+	N
Rv3491	3909890	3910468	+	N
Rv3492c	3910947	3910465	-	N
Rv3493c	3911675	3910947	-	N
Rv3494c	3913369	3911675	-	N
Rv3495c	3914534	3913380	-	N
Rv3496c	3915886	3914531	-	N
Rv3497c	3916956	3915883	-	N
Rv3498c	3917998	3916946	-	N
Rv3499c	3919200	3917998	-	N
Rv3500c	3920062	3919220	-	N
Rv3501c	3920861	3920097	-	N
Rv3502c	3922040	3921087	-	N
Rv3503c	3922256	3922065	-	N
Rv3504	3922471	3923673	+	N
Rv3505	3923698	3924819	+	N
Rv3506	3924890	3926398	+	N
Rv3507	3926569	3930714	+	N
Rv3508	3931005	3936710	+	N
Rv3509c	3938424	3936877	-	N
Rv3510c	3939257	3938421	-	N
Rv3511	3939617	3941761	+	N
Rv3512	3941724	3944963	+	N
Rv3513c	3945748	3945092	-	N
Rv3514	3945794	3950263	+	N
Rv3515c	3952464	3950824	-	Y
Rv3516	3952544	3953335	+	N
Rv3517	3953431	3954270	+	N
Rv3518c	3955521	3954325	-	N
Rv3519	3955550	3956260	+	Y
Rv3520c	3957368	3956325	-	N
Rv3521	3957521	3958432	+	N
Rv3522	3958448	3959512	+	N
Rv3523	3959529	3960713	+	N
Rv3524	3960755	3961786	+	N
Rv3525c	3962324	3961800	-	N
Rv3526	3962439	3963599	+	N
Rv3527	3963605	3964054	+	N
Rv3528c	3965192	3964479	-	N
Rv3529c	3967038	3965884	-	N
Rv3530c	3967820	3967038	-	N
Rv3531c	3968944	3967817	-	N
Rv3532	3970351	3970563	+	Y
Rv3533c	3972453	3970705	-	N
Rv3534c	3973592	3972552	-	N
Rv3535c	3974500	3973589	-	N
Rv3536c	3975296	3974511	-	N
Rv3537	3975369	3977060	+	N
Rv3538	3977062	3977922	+	N
Rv3539	3978059	3979498	+	N
Rv3540c	3980659	3979499	-	N
Rv3541c	3981048	3980659	-	N
Rv3542c	3981980	3981045	-	N
Rv3543c	3983140	3981977	-	N
Rv3544c	3984144	3983125	-	N
Rv3545c	3985445	3984144	-	N
Rv3546	3985557	3986732	+	N
Rv3547	3986844	3987299	+	Y
Rv3548c	3988296	3987382	-	N
Rv3549c	3989098	3988319	-	N
Rv3550	3989153	3989896	+	N
Rv3551	3989896	3990774	+	N
Rv3552	3990771	3991523	+	N
Rv3553	3991621	3992688	+	N
Rv3554	3992685	3994742	+	N
Rv3555c	3995699	3994830	-	N
Rv3556c	3996964	3995804	-	N
Rv3557c	3997631	3997029	-	Y
Rv3558	3997980	3999638	+	N
Rv3559c	4000435	3999647	-	N
Rv3560c	4001589	4000432	-	N
Rv3561	4001637	4003160	+	N
Rv3562	4003161	4004294	+	N
Rv3563	4004291	4005250	+	N
Rv3564	4005247	4006203	+	N
Rv3565	4006200	4007366	+	N
Rv3566c	4008182	4007331	-	N
Rv3566A	4008433	4008167	-	N
Rv3567c	4009282	4008719	-	N
Rv3568c	4010199	4009297	-	N
Rv3569c	4011071	4010196	-	N
Rv3570c	4012270	4011086	-	N
Rv3571	4012417	4013493	+	N
Rv3572	4013511	4014041	+	N
Rv3573c	4016212	4014077	-	N
Rv3574	4016484	4017083	+	N
Rv3575c	4018168	4017089	-	Y
Rv3576	4018358	4019071	+	N
Rv3577	4019262	4020128	+	N
Rv3578	4020142	4021383	+	N
Rv3579c	4022393	4021425	-	N
Rv3580c	4023803	4022394	-	Y
Rv3581c	4024347	4023868	-	Y
Rv3582c	4025039	4024344	-	N
Rv3583c	4025544	4025056	-	N
Rv3584	4025830	4026378	+	N
Rv3585	4026444	4027886	+	N
Rv3586	4027891	4028967	+	N
Rv3587c	4029762	4028968	-	Y
Rv3589	4030493	4031407	+	N
Rv3588c	4030494	4029871	-	Y
Rv3590c	4033158	4031404	-	N
Rv3591c	4034042	4033269	-	N
Rv3592	4034057	4034374	+	Y
Rv3593	4034352	4035710	+	N
Rv3594	4035857	4036684	+	N
Rv3595c	4038050	4036731	-	N
Rv3596c	4040704	4038158	-	N
Rv3597c	4041319	4040981	-	N
Rv3598c	4042940	4041423	-	Y
Rv3599c	4043035	4042952	-	N
Rv3600c	4043859	4043041	-	N
Rv3601c	4044281	4043862	-	N
Rv3602c	4045210	4044281	-	N
Rv3603c	4046118	4045207	-	N
Rv3604c	4047496	4046303	-	Y
Rv3605c	4048181	4047705	-	N
Rv3606c	4048747	4048181	-	N
Rv3607c	4049145	4048744	-	N
Rv3608c	4049980	4049138	-	N
Rv3609c	4050585	4049977	-	N
Rv3610c	4052883	4050601	-	N
Rv3611	4052950	4053603	+	N
Rv3612c	4053847	4053518	-	N
Rv3613c	4054042	4053881	-	N
Rv3614c	4054696	4054142	-	N
Rv3615c	4055123	4054812	-	N
Rv3616c	4056375	4055197	-	N
Rv3617	4057733	4058701	+	N
Rv3618	4058698	4059885	+	N
Rv3619c	4060268	4059984	-	N
Rv3620c	4060591	4060295	-	N
Rv3621c	4061889	4060648	-	N
Rv3622c	4062198	4061899	-	N
Rv3623	4062527	4063249	+	Y
Rv3624c	4063856	4063254	-	Y
Rv3625c	4064872	4063901	-	N
Rv3626c	4065903	4064851	-	N
Rv3627c	4067285	4065900	-	N
Rv3628	4067423	4067911	+	N
Rv3629c	4069054	4067957	-	N
Rv3630	4069175	4070470	+	N
Rv3631	4070514	4071239	+	N
Rv3632	4071236	4071580	+	N
Rv3633	4071791	4072666	+	N
Rv3634c	4073611	4072667	-	Y
Rv3635	4073634	4075409	+	N
Rv3636	4075752	4076099	+	N
Rv3637	4076484	4076984	+	N
Rv3638	4076984	4077730	+	N
Rv3639c	4078450	4077884	-	N
Rv3640c	4079749	4078520	-	N
Rv3641c	4080560	4079925	-	N
Rv3642c	4080765	4080571	-	N
Rv3643	4081160	4081351	+	N
Rvnt39	4081437	4081365	-	N
Rv3644c	4082721	4081516	-	Y (1 nt leader)
Rv3645	4082867	4084456	+	Y
Rv3646c	4087257	4084453	-	N
Rv3647c	4088188	4087610	-	Y
Rv3648c	4088531	4088328	-	N
Rv3649	4088781	4091096	+	N
Rv3650	4091233	4091517	+	N
Rv3651	4091841	4092878	+	Y
Rv3652	4093632	4093946	+	N
Rv3653	4093940	4094527	+	N
Rv3654c	4094914	4094660	-	N
Rv3655c	4095300	4094923	-	N
Rv3656c	4095530	4095324	-	N
Rv3657c	4096115	4095540	-	N
Rv3658c	4096939	4096139	-	N
Rv3659c	4097994	4096936	-	N
Rv3660c	4099148	4098096	-	N
Rv3661	4099647	4100510	+	Y
Rv3662c	4102035	4101265	-	N
Rv3663c	4103678	4102032	-	N
Rv3664c	4104475	4103675	-	N
Rv3665c	4105457	4104531	-	N
Rv3666c	4107084	4105459	-	Y
Rv3667	4107792	4109747	+	Y
Rv3668c	4110481	4109783	-	N
Rv3669	4110827	4111345	+	N
Rv3670	4111346	4112329	+	N
Rv3671c	4113515	4112322	-	N
Rv3672c	4114342	4113521	-	N
Rv3673c	4115157	4114474	-	N
Rv3674c	4115945	4115157	-	Y
Rv3675	4116017	4116379	+	Y
Rv3676	4116478	4117152	+	N
Rv3677c	4118052	4117258	-	N
Rv3678c	4118514	4118059	-	N
Rv3678A	4118691	4118530	-	Y
Rv3679	4118779	4119798	+	Y
Rv3680	4119795	4120955	+	N
Rv3681c	4121554	4121198	-	N
Rv3682	4121916	4124348	+	Y
Rv3683	4124417	4125376	+	N
Rv3684	4125439	4126479	+	N
Rvnt40	4126541	4126614	+	N
Rv3685c	4128725	4127295	-	N
Rv3686c	4129083	4128751	-	N
Rv3687c	4129691	4129323	-	N
Rv3688c	4130357	4129893	-	Y
Rv3689	4130357	4131712	+	N
Rv3690	4131739	4132392	+	N
Rv3691	4132518	4133519	+	N
Rv3692	4133516	4134592	+	N
Rv3693	4134726	4136048	+	N
Rv3694c	4137114	4136122	-	Y
Rv3695	4137206	4138138	+	Y
Rv3696c	4139755	4138202	-	Y (1 nt leader)
Rv3697c	4140242	4139805	-	N
Rv3698	4140550	4142022	+	Y
Rv3699	4142044	4142745	+	Y
Rv3700c	4143920	4142748	-	N
Rv3701c	4144916	4143951	-	N
Rv3702c	4145614	4144913	-	N
Rv3703c	4146891	4145614	-	N
Rv3704c	4148186	4146888	-	N
Rv3705c	4148962	4148318	-	N
Rv3705A	4149480	4149091	-	Y
